@relation trainingset

@attribute age numeric
@attribute job {JobCat6,JobCat9,JobCat11,JobCat10,JobCat4,JobCat1,JobCat2,JobCat7,JobCat3,JobCat8,JobCat5,unknown}
@attribute marital {married,single,divorced}
@attribute education {tertiary,secondary,unknown,primary,low}
@attribute gender {m,f}
@attribute incumbent {yes,no}
@attribute profile {low,med,high}
@attribute party {SF,FG,NP,FF,PBP,Renu,SDP,LAB}
@attribute outcome {eliminated,elected}

@data
29,JobCat6,married,tertiary,m,no,low,FG,eliminated
27,JobCat11,single,secondary,m,no,low,FG,eliminated
29,JobCat6,single,tertiary,m,yes,low,FG,eliminated
60,JobCat9,married,tertiary,m,yes,low,FG,eliminated
22,JobCat9,married,secondary,m,yes,low,FG,elected
31,JobCat9,married,tertiary,m,no,low,FG,elected
31,JobCat9,married,secondary,m,no,low,FG,eliminated
31,JobCat5,married,secondary,m,no,low,FG,elected
30,JobCat6,single,tertiary,m,no,low,FG,elected
32,JobCat11,married,secondary,m,yes,low,FG,eliminated
33,JobCat6,single,tertiary,m,no,low,FG,eliminated
22,JobCat5,single,secondary,m,no,low,FG,eliminated
36,JobCat6,single,tertiary,m,no,low,FG,elected
40,JobCat6,married,tertiary,m,no,low,FG,elected
44,JobCat11,single,secondary,m,no,low,FG,elected
67,JobCat6,married,tertiary,m,no,low,FG,elected
71,JobCat1,divorced,primary,m,no,low,FG,elected
52,JobCat10,married,secondary,m,no,low,FG,eliminated
48,JobCat10,divorced,secondary,m,no,low,FG,elected
31,JobCat6,married,tertiary,m,yes,low,FG,eliminated
52,JobCat9,married,tertiary,m,no,low,FG,eliminated
21,JobCat9,single,secondary,m,no,low,FG,eliminated
24,JobCat6,single,tertiary,m,no,low,FG,elected
51,JobCat6,married,tertiary,m,no,low,FG,eliminated
33,JobCat6,married,tertiary,m,yes,low,FG,elected
53,JobCat6,married,tertiary,m,no,low,FG,elected
26,JobCat8,single,tertiary,m,no,low,FG,eliminated
31,JobCat7,married,secondary,m,no,low,FG,eliminated
65,JobCat2,married,secondary,m,no,low,FG,eliminated
47,JobCat6,married,tertiary,m,no,low,FG,elected
48,JobCat3,married,secondary,m,yes,low,FG,elected
61,JobCat2,married,primary,m,no,low,FG,eliminated
37,JobCat5,single,unknown,m,no,low,FG,eliminated
43,JobCat7,single,secondary,m,yes,low,FG,elected
50,JobCat9,divorced,unknown,m,no,low,FG,elected
43,JobCat10,divorced,secondary,m,no,low,FG,elected
77,JobCat2,married,primary,m,no,low,FG,eliminated
46,JobCat6,married,tertiary,m,no,low,FG,elected
16,JobCat5,single,primary,m,no,low,FG,elected
58,JobCat7,divorced,secondary,m,no,low,FG,elected
61,JobCat6,married,secondary,m,no,low,FG,eliminated
44,JobCat9,divorced,secondary,m,no,low,FG,elected
67,JobCat2,married,secondary,m,no,low,FG,eliminated
29,JobCat7,single,secondary,m,no,low,FG,elected
56,JobCat2,married,primary,m,no,low,FG,elected
74,JobCat2,married,primary,m,no,low,FG,elected
31,JobCat6,single,tertiary,m,no,low,FG,elected
32,JobCat6,married,tertiary,m,no,low,FG,elected
31,JobCat11,married,secondary,m,no,low,FG,eliminated
58,JobCat11,married,secondary,m,no,low,FG,eliminated
35,JobCat6,married,tertiary,m,yes,low,FG,elected
41,JobCat10,divorced,primary,m,no,low,FG,eliminated
20,JobCat5,single,secondary,m,no,low,FG,eliminated
32,JobCat5,single,unknown,m,no,low,FG,eliminated
42,JobCat8,married,tertiary,m,no,low,FG,eliminated
24,JobCat5,single,secondary,m,no,low,FG,eliminated
54,JobCat9,married,secondary,m,no,low,FG,eliminated
35,JobCat9,single,tertiary,m,no,low,FG,elected
43,JobCat6,married,tertiary,m,no,low,FG,eliminated
49,JobCat9,divorced,secondary,m,no,low,FG,eliminated
22,JobCat3,married,secondary,m,no,low,FG,elected
75,JobCat2,married,tertiary,m,no,low,FG,eliminated
62,JobCat6,married,tertiary,m,no,low,FG,eliminated
55,JobCat9,divorced,tertiary,m,no,low,FG,elected
52,JobCat1,married,unknown,m,yes,low,FG,eliminated
42,JobCat6,married,primary,m,yes,low,FG,elected
25,JobCat9,single,tertiary,m,no,low,FG,elected
72,JobCat2,married,secondary,m,no,low,FG,elected
27,JobCat11,single,secondary,m,yes,low,FG,eliminated
25,JobCat3,single,tertiary,m,no,low,FG,elected
52,JobCat3,married,secondary,m,yes,low,FG,eliminated
77,JobCat2,married,primary,m,no,low,FG,eliminated
33,JobCat9,single,secondary,m,yes,low,FG,elected
58,JobCat9,married,secondary,m,no,low,FG,elected
46,JobCat9,married,tertiary,m,no,low,FG,eliminated
45,JobCat11,married,unknown,m,no,low,FG,eliminated
20,JobCat5,single,tertiary,m,no,low,FG,elected
31,JobCat9,married,tertiary,m,no,low,FG,eliminated
26,JobCat11,single,secondary,m,yes,low,FG,eliminated
60,JobCat2,divorced,tertiary,m,yes,low,NP,eliminated
27,JobCat9,single,secondary,m,no,low,NP,elected
68,JobCat2,married,tertiary,m,no,low,NP,eliminated
48,JobCat6,married,tertiary,m,no,low,NP,elected
23,JobCat5,single,tertiary,m,no,low,NP,elected
42,JobCat3,married,secondary,m,no,low,NP,elected
43,JobCat6,single,tertiary,m,no,low,NP,elected
26,JobCat5,single,unknown,m,no,low,NP,eliminated
36,JobCat7,married,secondary,m,no,low,NP,eliminated
29,JobCat11,married,secondary,m,yes,low,NP,eliminated
42,JobCat11,single,secondary,m,no,low,NP,elected
42,JobCat6,married,tertiary,m,no,low,NP,eliminated
27,JobCat5,single,secondary,m,no,low,NP,eliminated
36,JobCat4,divorced,secondary,m,yes,low,NP,elected
25,JobCat6,single,tertiary,m,no,low,NP,elected
32,JobCat9,married,secondary,m,yes,low,NP,elected
57,JobCat2,divorced,primary,m,no,low,NP,eliminated
41,JobCat10,married,secondary,m,yes,low,NP,eliminated
20,JobCat5,single,tertiary,m,no,low,NP,eliminated
45,JobCat6,married,tertiary,m,no,low,NP,eliminated
40,JobCat6,single,tertiary,m,no,low,NP,eliminated
41,JobCat8,single,tertiary,m,no,low,NP,elected
33,JobCat6,married,tertiary,m,no,low,NP,eliminated
34,JobCat6,married,tertiary,m,no,low,NP,elected
64,JobCat1,married,primary,m,no,low,NP,eliminated
24,JobCat7,single,tertiary,m,no,low,NP,elected
27,JobCat6,single,tertiary,m,no,low,NP,elected
43,JobCat10,married,secondary,m,no,low,NP,eliminated
57,JobCat2,married,secondary,m,no,low,NP,elected
46,JobCat6,married,tertiary,m,yes,low,NP,eliminated
47,JobCat9,married,secondary,m,yes,low,NP,eliminated
56,JobCat2,married,secondary,m,no,low,NP,eliminated
29,JobCat6,single,tertiary,m,no,low,NP,eliminated
50,JobCat6,married,tertiary,m,yes,low,NP,eliminated
57,JobCat2,married,secondary,m,no,low,NP,elected
44,JobCat3,married,secondary,m,yes,low,NP,eliminated
50,JobCat7,married,secondary,m,no,low,NP,elected
37,JobCat10,single,secondary,m,no,low,NP,elected
30,JobCat11,single,secondary,m,yes,low,NP,elected
68,JobCat2,married,secondary,m,no,low,NP,elected
49,JobCat9,married,secondary,m,no,low,NP,eliminated
60,JobCat11,married,secondary,m,no,low,NP,elected
72,JobCat2,married,primary,m,no,low,NP,elected
28,JobCat3,married,primary,m,no,low,NP,elected
48,JobCat8,married,secondary,m,no,low,NP,eliminated
49,JobCat1,married,secondary,m,no,low,NP,eliminated
37,JobCat9,single,tertiary,m,yes,low,NP,elected
25,JobCat7,single,secondary,m,no,low,NP,elected
33,JobCat9,single,tertiary,m,yes,low,NP,eliminated
30,JobCat7,married,secondary,m,no,low,NP,elected
25,JobCat11,married,secondary,m,no,low,NP,elected
34,JobCat9,married,tertiary,m,yes,low,NP,eliminated
50,JobCat4,divorced,tertiary,m,no,low,NP,eliminated
25,JobCat7,single,secondary,m,no,low,NP,elected
23,JobCat9,single,secondary,m,no,low,NP,elected
57,JobCat2,married,secondary,m,no,low,NP,elected
27,JobCat7,single,secondary,m,no,low,NP,eliminated
73,JobCat2,married,primary,m,no,low,NP,elected
70,JobCat2,married,primary,m,no,low,NP,eliminated
67,JobCat2,married,primary,m,no,low,NP,eliminated
27,JobCat11,single,tertiary,m,no,low,NP,eliminated
67,JobCat2,married,primary,m,no,low,NP,eliminated
29,JobCat9,single,secondary,m,no,low,NP,elected
19,JobCat5,single,secondary,m,no,low,NP,elected
26,JobCat8,single,tertiary,m,no,low,NP,eliminated
64,JobCat2,married,tertiary,m,no,low,NP,eliminated
62,JobCat2,married,tertiary,m,yes,low,NP,eliminated
29,JobCat10,married,tertiary,m,no,low,NP,elected
40,JobCat6,married,tertiary,m,no,low,NP,eliminated
27,JobCat8,single,tertiary,m,yes,low,NP,eliminated
70,JobCat2,divorced,primary,m,no,low,NP,elected
59,JobCat9,married,primary,m,no,low,NP,elected
51,JobCat11,married,secondary,m,yes,low,NP,eliminated
48,JobCat10,married,secondary,m,no,low,NP,elected
34,JobCat11,divorced,secondary,m,no,low,NP,elected
31,JobCat7,single,secondary,m,no,low,NP,elected
28,JobCat6,single,tertiary,m,no,low,NP,elected
60,JobCat2,divorced,tertiary,m,yes,low,NP,eliminated
65,JobCat2,married,primary,m,no,low,NP,eliminated
33,JobCat3,single,tertiary,m,no,low,NP,eliminated
26,JobCat6,married,tertiary,m,no,low,NP,elected
79,JobCat2,married,primary,m,no,low,NP,elected
64,JobCat2,married,secondary,m,no,low,NP,eliminated
47,JobCat3,married,secondary,m,no,low,NP,elected
35,JobCat6,married,tertiary,m,no,low,NP,eliminated
63,JobCat1,married,tertiary,m,no,low,NP,elected
17,JobCat5,single,primary,m,no,low,NP,eliminated
61,JobCat2,married,secondary,m,no,low,NP,elected
62,JobCat2,married,secondary,m,no,low,NP,elected
37,JobCat6,married,tertiary,m,no,low,NP,eliminated
35,JobCat6,single,tertiary,m,no,low,NP,eliminated
50,JobCat6,married,tertiary,m,no,low,NP,eliminated
61,JobCat6,married,tertiary,m,no,low,NP,elected
36,JobCat10,married,primary,m,yes,low,NP,elected
25,JobCat11,single,tertiary,m,no,low,NP,eliminated
92,JobCat2,married,unknown,m,no,low,NP,elected
40,JobCat11,married,tertiary,m,no,low,NP,eliminated
81,JobCat2,married,primary,m,no,low,NP,elected
26,JobCat9,single,unknown,m,yes,low,NP,elected
34,JobCat9,married,tertiary,m,yes,low,NP,eliminated
36,JobCat1,divorced,secondary,m,no,low,NP,elected
55,JobCat6,married,unknown,m,yes,low,NP,eliminated
71,unknown,married,tertiary,m,no,low,NP,eliminated
61,JobCat11,married,unknown,m,yes,low,NP,elected
18,JobCat5,single,unknown,m,no,low,NP,elected
69,JobCat2,divorced,secondary,m,no,low,NP,elected
37,JobCat11,married,secondary,m,no,low,NP,eliminated
61,JobCat2,married,secondary,m,no,low,NP,eliminated
34,JobCat5,single,tertiary,m,no,low,NP,elected
52,JobCat7,married,secondary,m,no,low,NP,elected
36,JobCat9,single,tertiary,m,yes,low,NP,eliminated
27,JobCat6,single,tertiary,m,yes,low,NP,eliminated
80,JobCat2,married,primary,m,no,low,NP,elected
29,JobCat1,single,tertiary,m,yes,low,NP,eliminated
31,JobCat9,married,tertiary,m,no,low,NP,elected
54,JobCat11,married,secondary,m,no,low,NP,eliminated
52,JobCat9,married,tertiary,m,no,low,NP,elected
29,JobCat8,single,tertiary,m,no,low,NP,eliminated
82,JobCat1,divorced,primary,m,no,low,NP,eliminated
26,JobCat11,single,secondary,m,yes,low,NP,elected
32,JobCat6,married,tertiary,m,no,low,NP,elected
24,JobCat11,single,secondary,m,no,low,NP,elected
54,JobCat11,single,secondary,m,no,low,NP,eliminated
30,JobCat6,divorced,tertiary,m,yes,low,NP,eliminated
18,JobCat5,single,primary,m,no,low,FF,eliminated
27,JobCat9,married,secondary,m,yes,low,FF,eliminated
34,JobCat11,single,tertiary,m,no,low,FF,eliminated
65,JobCat2,married,tertiary,m,no,low,FF,elected
60,JobCat6,married,tertiary,m,no,low,FF,elected
31,JobCat6,married,tertiary,m,yes,low,FF,eliminated
65,JobCat2,married,primary,m,no,low,FF,eliminated
56,JobCat7,married,secondary,m,no,low,FF,eliminated
72,JobCat2,married,primary,m,no,low,FF,elected
44,JobCat9,married,tertiary,m,yes,low,FF,eliminated
52,JobCat3,married,secondary,m,no,low,FF,elected
35,JobCat9,single,secondary,m,yes,low,FF,eliminated
68,JobCat2,married,tertiary,m,no,low,FF,eliminated
55,JobCat6,divorced,tertiary,m,no,low,FF,elected
30,JobCat5,single,tertiary,m,no,low,FF,eliminated
62,JobCat2,married,secondary,m,no,low,FF,elected
55,JobCat11,married,secondary,m,no,low,FF,elected
41,JobCat9,single,tertiary,m,yes,low,FF,elected
33,JobCat9,single,tertiary,m,yes,low,FF,eliminated
26,JobCat6,single,tertiary,m,no,low,FF,elected
80,JobCat2,married,secondary,m,no,low,FF,eliminated
63,JobCat1,married,secondary,m,no,low,FF,elected
76,JobCat2,married,tertiary,m,no,low,FF,eliminated
27,JobCat7,single,tertiary,m,no,low,FF,elected
28,JobCat3,single,secondary,m,no,low,FF,eliminated
31,JobCat9,single,tertiary,m,no,low,FF,eliminated
30,JobCat3,single,secondary,m,no,low,FF,eliminated
23,JobCat6,married,unknown,m,no,low,FF,elected
32,JobCat6,married,tertiary,m,no,low,FF,elected
28,JobCat5,single,unknown,m,no,low,FF,eliminated
34,JobCat11,single,tertiary,m,no,low,FF,eliminated
27,JobCat1,single,tertiary,m,no,low,FF,elected
32,JobCat3,married,secondary,m,yes,low,FF,eliminated
23,JobCat6,single,tertiary,m,no,low,FF,eliminated
30,JobCat9,married,tertiary,m,yes,low,FF,eliminated
42,JobCat11,divorced,secondary,m,yes,low,FF,eliminated
84,JobCat2,divorced,primary,m,no,low,FF,eliminated
67,JobCat2,divorced,secondary,m,no,low,FF,elected
32,JobCat9,married,secondary,m,yes,low,FF,eliminated
20,JobCat5,single,secondary,m,no,low,FF,elected
22,JobCat9,married,secondary,m,yes,low,FF,elected
45,JobCat11,married,secondary,m,no,low,FF,eliminated
37,JobCat6,married,tertiary,m,no,low,FF,eliminated
79,JobCat2,divorced,secondary,m,no,low,FF,eliminated
33,JobCat6,married,tertiary,m,no,low,FF,eliminated
31,JobCat5,married,secondary,m,no,low,FF,elected
22,JobCat5,single,tertiary,m,no,low,FF,elected
16,JobCat5,single,unknown,m,no,low,FF,elected
65,JobCat4,married,tertiary,m,no,low,FF,elected
23,JobCat5,single,secondary,m,no,low,FF,elected
58,JobCat9,married,secondary,m,no,low,FF,elected
30,JobCat9,single,tertiary,m,yes,low,FF,eliminated
33,JobCat11,single,secondary,m,no,low,FF,eliminated
37,JobCat3,single,tertiary,m,yes,low,FF,eliminated
53,JobCat11,married,secondary,m,no,low,FF,elected
21,JobCat5,single,secondary,m,no,low,FF,eliminated
31,JobCat6,single,tertiary,m,no,low,FF,elected
52,JobCat10,married,secondary,m,no,low,FF,elected
42,JobCat7,single,tertiary,m,yes,low,FF,elected
55,JobCat9,divorced,secondary,m,no,low,FF,eliminated
61,JobCat2,married,tertiary,m,yes,low,FF,elected
48,JobCat10,divorced,secondary,m,no,low,FF,elected
33,JobCat9,married,tertiary,m,no,low,FF,elected
70,JobCat2,married,primary,m,no,low,FF,eliminated
44,JobCat6,married,tertiary,m,no,low,FF,elected
54,unknown,married,secondary,m,no,low,FF,elected
31,JobCat10,married,secondary,m,no,low,FF,elected
77,JobCat2,married,secondary,m,no,low,FF,elected
57,JobCat1,married,primary,m,yes,low,FF,eliminated
29,JobCat6,single,tertiary,m,no,low,FF,elected
76,JobCat2,married,primary,m,no,low,FF,elected
75,JobCat3,married,secondary,m,no,low,FF,eliminated
26,JobCat3,married,secondary,m,yes,low,FF,elected
33,JobCat6,married,tertiary,m,yes,low,FF,elected
59,JobCat9,married,secondary,m,no,low,FF,elected
42,JobCat3,married,secondary,m,yes,low,FF,elected
33,JobCat8,single,tertiary,m,no,low,FF,elected
44,JobCat9,single,secondary,m,no,low,FF,elected
60,JobCat2,married,secondary,m,no,low,FF,elected
32,JobCat3,married,secondary,m,yes,low,FF,eliminated
57,JobCat2,married,primary,m,no,low,FF,elected
64,JobCat2,married,tertiary,m,no,low,FF,eliminated
25,JobCat11,single,secondary,m,no,low,FF,elected
32,JobCat6,single,tertiary,m,no,low,FF,elected
41,JobCat6,married,tertiary,m,no,low,FF,elected
34,JobCat3,divorced,secondary,m,no,low,FF,elected
51,JobCat6,married,tertiary,m,no,low,FF,elected
35,JobCat6,married,tertiary,m,yes,low,FF,eliminated
35,JobCat9,single,tertiary,m,no,low,FF,elected
58,JobCat11,married,secondary,m,no,low,FF,elected
45,JobCat6,married,tertiary,m,yes,low,FF,elected
47,JobCat10,single,tertiary,m,no,low,FF,elected
21,JobCat5,single,secondary,m,no,low,FF,elected
32,JobCat6,married,tertiary,m,yes,low,FF,elected
61,JobCat8,divorced,tertiary,m,no,low,FF,elected
25,JobCat3,single,secondary,m,no,low,FF,elected
58,JobCat6,married,tertiary,m,no,low,FF,elected
52,JobCat9,married,secondary,m,yes,low,FF,eliminated
24,JobCat9,single,tertiary,m,no,low,FF,elected
59,JobCat6,married,tertiary,m,no,low,FF,eliminated
36,JobCat11,divorced,secondary,m,yes,low,FF,eliminated
33,JobCat6,single,tertiary,m,no,low,FF,elected
23,JobCat8,single,unknown,m,no,low,FF,eliminated
36,JobCat6,single,tertiary,m,yes,low,FF,elected
59,JobCat8,married,tertiary,m,no,low,FF,elected
48,JobCat6,married,tertiary,m,no,low,FF,elected
56,JobCat2,married,primary,m,no,low,FF,eliminated
20,JobCat5,single,unknown,m,no,low,FF,eliminated
60,JobCat2,divorced,secondary,m,no,low,FF,elected
25,JobCat5,single,tertiary,m,no,low,FF,eliminated
59,JobCat10,divorced,secondary,m,no,low,FF,eliminated
37,JobCat6,single,tertiary,m,no,low,FF,eliminated
64,JobCat2,married,secondary,m,no,low,FF,eliminated
55,JobCat2,divorced,secondary,m,no,low,FF,eliminated
57,JobCat3,married,secondary,m,no,low,FF,eliminated
60,JobCat6,married,secondary,m,no,low,FF,eliminated
27,JobCat5,single,secondary,m,no,low,FF,elected
47,JobCat11,married,secondary,m,no,low,FF,elected
35,JobCat10,married,tertiary,m,no,low,FF,eliminated
33,JobCat6,single,tertiary,m,no,low,FF,eliminated
43,JobCat8,married,tertiary,m,no,low,FF,eliminated
54,JobCat9,married,secondary,m,no,low,FF,eliminated
18,JobCat5,single,secondary,m,no,low,FF,elected
48,JobCat1,married,tertiary,m,no,low,FF,elected
70,JobCat2,married,primary,m,no,low,FF,eliminated
23,JobCat5,single,secondary,m,no,low,FF,elected
35,JobCat6,married,tertiary,m,no,low,FF,elected
71,JobCat4,married,tertiary,m,no,low,FF,eliminated
31,JobCat9,married,tertiary,m,no,low,FF,eliminated
56,JobCat6,married,unknown,m,no,low,FF,elected
63,JobCat9,married,secondary,m,no,low,FF,elected
20,JobCat5,single,secondary,m,no,low,FF,elected
28,JobCat5,single,secondary,m,no,low,FF,elected
66,JobCat6,married,unknown,m,yes,low,FF,eliminated
70,JobCat6,married,secondary,m,no,low,FF,eliminated
34,JobCat6,single,tertiary,m,no,low,FF,eliminated
52,JobCat9,married,secondary,m,no,low,FF,elected
71,JobCat2,divorced,secondary,m,no,low,FF,elected
31,JobCat6,married,tertiary,m,no,low,FF,eliminated
56,JobCat9,married,secondary,m,no,low,FF,elected
47,JobCat11,married,unknown,m,no,low,FF,elected
28,JobCat6,single,tertiary,m,no,low,FF,elected
26,JobCat5,single,secondary,m,no,low,FF,elected
57,JobCat10,divorced,secondary,m,yes,low,PBP,eliminated
35,JobCat6,married,tertiary,m,no,low,PBP,elected
26,JobCat3,single,secondary,m,yes,low,PBP,eliminated
29,JobCat11,single,tertiary,m,no,low,PBP,eliminated
35,JobCat6,single,tertiary,m,yes,low,PBP,elected
40,JobCat10,single,tertiary,m,no,low,PBP,elected
23,JobCat5,single,secondary,m,no,low,PBP,eliminated
27,JobCat5,single,unknown,m,no,low,PBP,eliminated
27,JobCat9,single,tertiary,m,yes,low,PBP,eliminated
68,JobCat2,married,secondary,m,no,low,PBP,elected
30,JobCat6,married,tertiary,m,yes,low,PBP,eliminated
42,JobCat6,married,tertiary,m,no,low,PBP,eliminated
24,JobCat11,single,tertiary,m,yes,low,PBP,elected
63,unknown,married,secondary,m,no,low,PBP,eliminated
73,JobCat2,single,secondary,m,no,low,PBP,eliminated
24,JobCat5,single,secondary,m,no,low,PBP,eliminated
31,JobCat6,married,tertiary,m,no,low,PBP,eliminated
24,JobCat5,single,tertiary,m,no,low,PBP,elected
25,JobCat11,single,secondary,m,no,low,PBP,eliminated
28,JobCat3,married,primary,m,yes,low,PBP,elected
34,JobCat7,married,secondary,m,yes,low,PBP,elected
51,JobCat6,married,tertiary,m,no,low,PBP,elected
29,JobCat9,married,tertiary,m,yes,low,PBP,eliminated
36,JobCat5,single,unknown,m,no,low,PBP,elected
59,JobCat10,married,secondary,m,no,low,PBP,elected
34,JobCat3,married,unknown,m,no,low,PBP,eliminated
33,JobCat6,married,tertiary,m,no,low,PBP,elected
69,JobCat2,married,unknown,m,no,low,PBP,elected
33,JobCat9,married,secondary,m,yes,low,PBP,elected
32,JobCat6,married,tertiary,m,no,low,PBP,elected
31,JobCat6,married,tertiary,m,yes,low,PBP,elected
34,JobCat7,married,secondary,m,no,low,PBP,elected
44,JobCat6,married,unknown,m,no,low,PBP,elected
51,JobCat3,married,primary,m,no,low,PBP,elected
52,JobCat10,married,secondary,m,no,low,PBP,elected
51,JobCat11,divorced,tertiary,m,yes,low,PBP,eliminated
70,JobCat2,married,unknown,m,no,low,PBP,eliminated
46,JobCat6,divorced,tertiary,m,no,low,PBP,elected
37,JobCat6,married,tertiary,m,no,low,PBP,eliminated
27,JobCat6,single,tertiary,m,no,low,PBP,eliminated
31,JobCat8,married,tertiary,m,yes,low,PBP,eliminated
80,JobCat2,married,primary,m,no,low,PBP,elected
34,JobCat6,married,tertiary,m,no,low,PBP,elected
40,JobCat6,single,tertiary,m,no,low,PBP,eliminated
28,JobCat6,married,tertiary,m,no,low,PBP,eliminated
33,JobCat3,married,secondary,m,no,low,PBP,elected
42,JobCat11,married,secondary,m,no,low,PBP,eliminated
42,JobCat6,married,tertiary,m,no,low,PBP,elected
47,JobCat1,single,tertiary,m,no,low,PBP,eliminated
53,JobCat11,married,secondary,m,no,low,PBP,elected
51,JobCat6,married,tertiary,m,no,low,PBP,eliminated
27,JobCat6,single,tertiary,m,yes,low,PBP,elected
64,JobCat2,married,primary,m,no,low,PBP,eliminated
30,JobCat6,single,tertiary,m,no,low,PBP,elected
26,JobCat11,married,secondary,m,no,low,PBP,elected
29,JobCat5,single,tertiary,m,no,low,PBP,eliminated
59,JobCat2,married,secondary,m,no,low,PBP,eliminated
29,JobCat6,single,tertiary,m,no,low,PBP,elected
43,JobCat6,divorced,tertiary,m,no,low,PBP,elected
35,JobCat9,married,secondary,m,no,low,PBP,elected
72,JobCat2,married,primary,m,no,low,PBP,elected
42,JobCat10,married,secondary,m,yes,low,PBP,eliminated
43,JobCat7,married,secondary,m,no,low,PBP,elected
46,JobCat6,single,secondary,m,no,low,PBP,eliminated
57,JobCat6,married,tertiary,m,no,low,PBP,elected
47,JobCat6,single,tertiary,m,yes,low,PBP,eliminated
59,JobCat2,married,primary,m,no,low,PBP,eliminated
72,JobCat2,married,primary,m,no,low,PBP,eliminated
33,JobCat11,married,tertiary,m,yes,low,PBP,eliminated
28,JobCat8,single,tertiary,m,no,low,PBP,elected
34,JobCat11,married,tertiary,m,yes,low,PBP,eliminated
45,JobCat9,married,secondary,m,yes,low,PBP,eliminated
26,JobCat11,single,tertiary,m,no,low,PBP,eliminated
42,JobCat9,married,secondary,m,no,low,PBP,eliminated
40,JobCat11,married,secondary,m,yes,low,PBP,eliminated
25,JobCat5,single,secondary,m,no,low,PBP,eliminated
61,JobCat6,married,tertiary,m,yes,low,FF,eliminated
31,JobCat9,single,secondary,m,no,low,FF,eliminated
46,JobCat6,married,unknown,m,no,low,FF,eliminated
47,JobCat11,married,secondary,m,yes,low,FF,elected
54,JobCat9,married,secondary,m,yes,low,FF,eliminated
70,JobCat2,married,tertiary,m,no,low,FF,eliminated
22,JobCat5,single,secondary,m,no,low,FF,eliminated
49,JobCat6,married,tertiary,m,no,low,FF,eliminated
50,JobCat6,married,tertiary,m,yes,low,FF,elected
32,JobCat11,divorced,secondary,m,no,low,FF,eliminated
30,JobCat6,single,secondary,m,yes,low,FF,elected
25,JobCat5,single,tertiary,m,yes,low,FF,eliminated
31,JobCat8,single,tertiary,m,yes,low,FF,eliminated
80,JobCat2,married,secondary,m,no,low,FF,elected
31,JobCat6,single,tertiary,m,yes,low,FF,elected
57,JobCat2,married,unknown,m,no,low,FF,eliminated
50,JobCat9,married,tertiary,m,no,low,FF,eliminated
71,JobCat2,divorced,secondary,m,no,low,FF,eliminated
33,JobCat3,single,unknown,m,no,low,FF,eliminated
80,JobCat1,married,secondary,m,no,low,FF,eliminated
62,JobCat8,divorced,tertiary,m,yes,low,FF,elected
49,JobCat11,married,secondary,m,yes,low,FF,eliminated
23,JobCat3,single,secondary,m,yes,low,FF,elected
30,JobCat6,single,tertiary,m,no,low,FF,elected
34,JobCat6,single,tertiary,m,no,low,FF,eliminated
40,JobCat9,married,tertiary,m,yes,low,FF,eliminated
36,JobCat6,married,tertiary,m,no,low,FF,eliminated
21,JobCat5,single,secondary,m,no,low,FF,elected
44,JobCat7,married,primary,m,yes,low,FF,elected
70,JobCat2,married,secondary,m,no,low,FF,eliminated
33,JobCat6,single,tertiary,m,no,low,FF,elected
33,JobCat8,married,tertiary,m,yes,low,FF,eliminated
75,JobCat2,married,secondary,m,no,low,FF,elected
51,JobCat6,married,tertiary,m,no,low,FF,elected
31,JobCat5,single,unknown,m,no,low,FF,eliminated
33,JobCat11,married,tertiary,m,no,low,FF,eliminated
28,JobCat5,single,tertiary,m,no,low,FF,elected
36,JobCat3,divorced,secondary,m,yes,low,FF,elected
37,JobCat3,single,secondary,m,yes,low,FF,eliminated
74,JobCat2,married,tertiary,m,no,low,FF,eliminated
36,JobCat9,single,secondary,m,no,low,FF,elected
62,JobCat6,married,tertiary,m,no,low,FF,elected
40,JobCat9,married,tertiary,m,no,low,FF,elected
42,JobCat8,married,secondary,m,yes,low,FF,eliminated
77,JobCat6,married,unknown,m,yes,low,FF,elected
24,JobCat6,single,tertiary,m,no,low,FF,eliminated
45,JobCat3,single,secondary,m,yes,low,FF,eliminated
60,JobCat1,married,primary,m,no,low,FF,eliminated
27,JobCat6,single,tertiary,m,no,low,FF,elected
28,JobCat9,single,tertiary,m,no,low,FF,elected
30,JobCat11,single,secondary,m,yes,low,FF,eliminated
77,JobCat2,married,unknown,m,no,low,FF,eliminated
63,JobCat3,married,primary,m,no,low,FF,eliminated
68,JobCat2,married,primary,m,no,low,FF,eliminated
54,JobCat11,married,unknown,m,no,low,FF,eliminated
66,JobCat2,married,primary,m,no,low,FF,elected
64,JobCat2,married,secondary,m,no,low,FF,elected
55,JobCat1,married,secondary,m,yes,low,FF,elected
41,JobCat10,married,tertiary,m,no,low,FF,elected
63,JobCat2,married,primary,m,no,low,FF,eliminated
49,JobCat9,single,secondary,m,no,low,FF,eliminated
35,JobCat6,married,secondary,m,no,low,FF,elected
30,JobCat6,married,tertiary,m,no,low,FF,elected
61,JobCat2,divorced,secondary,m,no,low,FF,elected
35,JobCat7,married,secondary,m,no,low,FF,elected
54,JobCat9,married,tertiary,m,no,low,FF,elected
48,JobCat3,married,secondary,m,yes,low,FG,elected
60,JobCat3,married,primary,m,no,low,FG,elected
45,JobCat1,married,secondary,m,no,low,FG,elected
50,JobCat9,married,secondary,m,no,low,FG,eliminated
77,JobCat2,married,tertiary,m,no,low,FG,elected
31,JobCat7,married,secondary,m,no,low,FG,elected
